sourceNeuron;targetNeuron;w
38;49;-0.6683715581893921
38;58;0.12008699774742126
38;67;0.5274137854576111
38;5;-0.08267902582883835
38;14;-0.16602873802185059
38;23;0.3645896911621094
38;32;-0.13452836871147156
38;41;0.05037250369787216
38;50;-0.4058443605899811
38;59;-0.01631038449704647
38;68;0.14988040924072266
38;7;-0.3898262679576874
38;16;-0.8621273040771484
38;25;-0.14689350128173828
38;34;0.05325165390968323
38;43;0.311238557100296
38;52;-0.20548422634601593
38;61;-0.6295300126075745
38;70;0.05006865784525871
38;8;0.4522874057292938
38;17;0.14436578750610352
38;26;-0.11715671420097351
38;35;0.004168971907347441
38;44;0.4018048644065857
38;53;-0.0036035708617419004
38;62;-0.14611715078353882
38;71;0.362077534198761
39;2;0.48763275146484375
39;11;-0.5212715864181519
39;20;0.35698357224464417
39;29;-0.22249916195869446
39;38;-0.03900996223092079
39;47;-0.13928928971290588
39;56;0.28007954359054565
39;65;0.19153377413749695
39;5;-0.4299941658973694
39;14;0.24871446192264557
39;23;0.2751075029373169
39;32;-0.18192222714424133
39;41;-0.16342653334140778
39;50;-0.6683715581893921
39;59;0.12008699774742126
39;68;0.5274137854576111
39;8;-0.3898262679576874
39;17;-0.8621273040771484
39;26;-0.14689350128173828
39;35;0.05325165390968323
39;44;0.311238557100296
39;53;-0.20548422634601593
39;62;-0.6295300126075745
39;71;0.05006865784525871
40;3;-1.2216897010803223
40;12;0.8860346674919128
40;21;-0.35427698493003845
40;30;-0.08369553089141846
40;39;-0.039041973650455475
40;48;0.13130910694599152
40;57;0.9566145539283752
40;66;-1.6039881706237793
40;6;-0.8681305646896362
40;15;-0.0016623828560113907
40;24;-0.00046532886335626245
40;33;-0.04236241802573204
40;42;-0.30970272421836853
40;51;-0.46391141414642334
40;60;0.1628551036119461
40;69;-0.29603099822998047
41;3;-0.30312272906303406
41;12;0.0314924530684948
41;21;0.1136341542005539
41;30;-0.06983897089958191
41;39;0.006527365650981665
41;48;0.34961414337158203
41;57;-0.047290775924921036
41;66;0.13227133452892303
41;4;-1.2216897010803223
41;13;0.8860346674919128
41;22;-0.35427698493003845
41;31;-0.08369553089141846
41;40;-0.039041973650455475
41;49;0.13130910694599152
41;58;0.9566145539283752
41;67;-1.6039881706237793
41;6;-0.08267902582883835
41;15;-0.16602873802185059
41;24;0.3645896911621094
41;33;-0.13452836871147156
41;42;0.05037250369787216
41;51;-0.4058443605899811
41;60;-0.01631038449704647
41;69;0.14988040924072266
41;7;-0.8681305646896362
41;16;-0.0016623828560113907
41;25;-0.00046532886335626245
41;34;-0.04236241802573204
41;43;-0.30970272421836853
41;52;-0.46391141414642334
41;61;0.1628551036119461
41;70;-0.29603099822998047
42;3;0.48763275146484375
42;12;-0.5212715864181519
42;21;0.35698357224464417
42;30;-0.22249916195869446
42;39;-0.03900996223092079
42;48;-0.13928928971290588
42;57;0.28007954359054565
42;66;0.19153377413749695
42;4;-0.30312272906303406
42;13;0.0314924530684948
42;22;0.1136341542005539
42;31;-0.06983897089958191
42;40;0.006527365650981665
42;49;0.34961414337158203
42;58;-0.047290775924921036
42;67;0.13227133452892303
42;5;-1.2216897010803223
42;14;0.8860346674919128
42;23;-0.35427698493003845
42;32;-0.08369553089141846
42;41;-0.039041973650455475
42;50;0.13130910694599152
42;59;0.9566145539283752
42;68;-1.6039881706237793
42;6;-0.4299941658973694
42;15;0.24871446192264557
42;24;0.2751075029373169
42;33;-0.18192222714424133
42;42;-0.16342653334140778
42;51;-0.6683715581893921
42;60;0.12008699774742126
42;69;0.5274137854576111
42;7;-0.08267902582883835
42;16;-0.16602873802185059
42;25;0.3645896911621094
42;34;-0.13452836871147156
42;43;0.05037250369787216
42;52;-0.4058443605899811
42;61;-0.01631038449704647
42;70;0.14988040924072266
42;8;-0.8681305646896362
42;17;-0.0016623828560113907
42;26;-0.00046532886335626245
42;35;-0.04236241802573204
42;44;-0.30970272421836853
42;53;-0.46391141414642334
42;62;0.1628551036119461
42;71;-0.29603099822998047
43;4;0.48763275146484375
43;13;-0.5212715864181519
43;22;0.35698357224464417
43;31;-0.22249916195869446
43;40;-0.03900996223092079
43;49;-0.13928928971290588
43;58;0.28007954359054565
43;67;0.19153377413749695
43;5;-0.30312272906303406
43;14;0.0314924530684948
43;23;0.1136341542005539
43;32;-0.06983897089958191
43;41;0.006527365650981665
43;50;0.34961414337158203
43;59;-0.047290775924921036
43;68;0.13227133452892303
43;7;-0.4299941658973694
43;16;0.24871446192264557
43;25;0.2751075029373169
43;34;-0.18192222714424133
43;43;-0.16342653334140778
43;52;-0.6683715581893921
43;61;0.12008699774742126
43;70;0.5274137854576111
43;8;-0.08267902582883835
43;17;-0.16602873802185059
43;26;0.3645896911621094
43;35;-0.13452836871147156
43;44;0.05037250369787216
43;53;-0.4058443605899811
43;62;-0.01631038449704647
43;71;0.14988040924072266
44;5;0.48763275146484375
44;14;-0.5212715864181519
44;23;0.35698357224464417
44;32;-0.22249916195869446
44;41;-0.03900996223092079
44;50;-0.13928928971290588
44;59;0.28007954359054565
44;68;0.19153377413749695
44;8;-0.4299941658973694
44;17;0.24871446192264557
44;26;0.2751075029373169
44;35;-0.18192222714424133
44;44;-0.16342653334140778
44;53;-0.6683715581893921
44;62;0.12008699774742126
44;71;0.5274137854576111
45;6;-1.2216897010803223
45;15;0.8860346674919128
45;24;-0.35427698493003845
45;33;-0.08369553089141846
45;42;-0.039041973650455475
45;51;0.13130910694599152
45;60;0.9566145539283752
45;69;-1.6039881706237793
46;6;-0.30312272906303406
46;15;0.0314924530684948
46;24;0.1136341542005539
46;33;-0.06983897089958191
46;42;0.006527365650981665
46;51;0.34961414337158203
46;60;-0.047290775924921036
46;69;0.13227133452892303
46;7;-1.2216897010803223
46;16;0.8860346674919128
46;25;-0.35427698493003845
46;34;-0.08369553089141846
46;43;-0.039041973650455475
46;52;0.13130910694599152
46;61;0.9566145539283752
46;70;-1.6039881706237793
47;6;0.48763275146484375
47;15;-0.5212715864181519
47;24;0.35698357224464417
47;33;-0.22249916195869446
47;42;-0.03900996223092079
47;51;-0.13928928971290588
47;60;0.28007954359054565
47;69;0.19153377413749695
47;7;-0.30312272906303406
47;16;0.0314924530684948
47;25;0.1136341542005539
47;34;-0.06983897089958191
47;43;0.006527365650981665
47;52;0.34961414337158203
47;61;-0.047290775924921036
47;70;0.13227133452892303
47;8;-1.2216897010803223
47;17;0.8860346674919128
47;26;-0.35427698493003845
47;35;-0.08369553089141846
47;44;-0.039041973650455475
47;53;0.13130910694599152
47;62;0.9566145539283752
47;71;-1.6039881706237793
48;7;0.48763275146484375
48;16;-0.5212715864181519
48;25;0.35698357224464417
48;34;-0.22249916195869446
48;43;-0.03900996223092079
48;52;-0.13928928971290588
48;61;0.28007954359054565
48;70;0.19153377413749695
48;8;-0.30312272906303406
48;17;0.0314924530684948
48;26;0.1136341542005539
48;35;-0.06983897089958191
48;44;0.006527365650981665
48;53;0.34961414337158203
48;62;-0.047290775924921036
48;71;0.13227133452892303
49;8;0.48763275146484375
49;17;-0.5212715864181519
49;26;0.35698357224464417
49;35;-0.22249916195869446
49;44;-0.03900996223092079
49;53;-0.13928928971290588
49;62;0.28007954359054565
49;71;0.19153377413749695
50;0;0.2723694145679474
50;9;-0.10887247323989868
50;18;-0.20385462045669556
50;27;0.03715228661894798
50;36;0.053767088800668716
50;45;-0.17303813993930817
50;54;-0.3231154680252075
50;63;-0.16917215287685394
51;0;0.3428630530834198
51;9;-0.1470702886581421
51;18;-0.15476779639720917
51;27;0.18397897481918335
51;36;0.0013557038037106395
51;45;-0.03028056211769581
51;54;-0.31309303641319275
51;63;0.41315650939941406
51;1;0.2723694145679474
51;10;-0.10887247323989868
51;19;-0.20385462045669556
51;28;0.03715228661894798
51;37;0.053767088800668716
51;46;-0.17303813993930817
51;55;-0.3231154680252075
51;64;-0.16917215287685394
52;0;-0.11839000880718231
52;9;0.3590244948863983
52;18;0.11049631237983704
52;27;-0.00023673218674957752
52;36;0.3978109657764435
52;45;0.1008092537522316
52;54;-0.036350127309560776
52;63;-0.35058480501174927
52;1;0.3428630530834198
52;10;-0.1470702886581421
52;19;-0.15476779639720917
52;28;0.18397897481918335
52;37;0.0013557038037106395
52;46;-0.03028056211769581
52;55;-0.31309303641319275
52;64;0.41315650939941406
52;2;0.2723694145679474
52;11;-0.10887247323989868
52;20;-0.20385462045669556
52;29;0.03715228661894798
52;38;0.053767088800668716
52;47;-0.17303813993930817
52;56;-0.3231154680252075
52;65;-0.16917215287685394
53;1;-0.11839000880718231
53;10;0.3590244948863983
53;19;0.11049631237983704
53;28;-0.00023673218674957752
53;37;0.3978109657764435
53;46;0.1008092537522316
53;55;-0.036350127309560776
53;64;-0.35058480501174927
53;2;0.3428630530834198
53;11;-0.1470702886581421
53;20;-0.15476779639720917
53;29;0.18397897481918335
53;38;0.0013557038037106395
53;47;-0.03028056211769581
53;56;-0.31309303641319275
53;65;0.41315650939941406
54;2;-0.11839000880718231
54;11;0.3590244948863983
54;20;0.11049631237983704
54;29;-0.00023673218674957752
54;38;0.3978109657764435
54;47;0.1008092537522316
54;56;-0.036350127309560776
54;65;-0.35058480501174927
55;0;0.08901000767946243
55;9;-0.11928287893533707
55;18;0.10676861554384232
55;27;0.12248102575540543
55;36;-0.11793159693479538
55;45;-0.059674330055713654
55;54;0.10731537640094757
55;63;-0.03009721450507641
55;3;0.2723694145679474
55;12;-0.10887247323989868
55;21;-0.20385462045669556
55;30;0.03715228661894798
55;39;0.053767088800668716
55;48;-0.17303813993930817
55;57;-0.3231154680252075
55;66;-0.16917215287685394
56;0;-0.03751925379037857
56;9;0.005476181395351887
56;18;0.20895534753799438
56;27;-0.21526794135570526
56;36;-0.09016261994838715
56;45;-0.017757151275873184
56;54;0.13076984882354736
56;63;0.22419631481170654
56;1;0.08901000767946243
56;10;-0.11928287893533707
56;19;0.10676861554384232
56;28;0.12248102575540543
56;37;-0.11793159693479538
56;46;-0.059674330055713654
56;55;0.10731537640094757
56;64;-0.03009721450507641
56;3;0.3428630530834198
56;12;-0.1470702886581421
56;21;-0.15476779639720917
56;30;0.18397897481918335
56;39;0.0013557038037106395
56;48;-0.03028056211769581
56;57;-0.31309303641319275
56;66;0.41315650939941406
56;4;0.2723694145679474
56;13;-0.10887247323989868
56;22;-0.20385462045669556
56;31;0.03715228661894798
56;40;0.053767088800668716
56;49;-0.17303813993930817
56;58;-0.3231154680252075
56;67;-0.16917215287685394
57;0;-1.1088594198226929
57;9;0.1725073605775833
57;18;-0.19195660948753357
57;27;-0.11004968732595444
57;36;0.12227813154459
57;45;-0.24602553248405457
57;54;-0.0743197575211525
57;63;-0.15452013909816742
57;1;-0.03751925379037857
57;10;0.005476181395351887
57;19;0.20895534753799438
57;28;-0.21526794135570526
57;37;-0.09016261994838715
57;46;-0.017757151275873184
57;55;0.13076984882354736
57;64;0.22419631481170654
57;2;0.08901000767946243
57;11;-0.11928287893533707
57;20;0.10676861554384232
57;29;0.12248102575540543
57;38;-0.11793159693479538
57;47;-0.059674330055713654
57;56;0.10731537640094757
57;65;-0.03009721450507641
57;3;-0.11839000880718231
57;12;0.3590244948863983
57;21;0.11049631237983704
57;30;-0.00023673218674957752
57;39;0.3978109657764435
57;48;0.1008092537522316
57;57;-0.036350127309560776
57;66;-0.35058480501174927
57;4;0.3428630530834198
57;13;-0.1470702886581421
57;22;-0.15476779639720917
57;31;0.18397897481918335
57;40;0.0013557038037106395
57;49;-0.03028056211769581
57;58;-0.31309303641319275
57;67;0.41315650939941406
57;5;0.2723694145679474
57;14;-0.10887247323989868
57;23;-0.20385462045669556
57;32;0.03715228661894798
57;41;0.053767088800668716
57;50;-0.17303813993930817
57;59;-0.3231154680252075
57;68;-0.16917215287685394
58;1;-1.1088594198226929
58;10;0.1725073605775833
58;19;-0.19195660948753357
58;28;-0.11004968732595444
58;37;0.12227813154459
58;46;-0.24602553248405457
58;55;-0.0743197575211525
58;64;-0.15452013909816742
58;2;-0.03751925379037857
58;11;0.005476181395351887
58;20;0.20895534753799438
58;29;-0.21526794135570526
58;38;-0.09016261994838715
58;47;-0.017757151275873184
58;56;0.13076984882354736
58;65;0.22419631481170654
58;4;-0.11839000880718231
58;13;0.3590244948863983
58;22;0.11049631237983704
58;31;-0.00023673218674957752
58;40;0.3978109657764435
58;49;0.1008092537522316
58;58;-0.036350127309560776
58;67;-0.35058480501174927
58;5;0.3428630530834198
58;14;-0.1470702886581421
58;23;-0.15476779639720917
58;32;0.18397897481918335
58;41;0.0013557038037106395
58;50;-0.03028056211769581
58;59;-0.31309303641319275
58;68;0.41315650939941406
59;2;-1.1088594198226929
59;11;0.1725073605775833
59;20;-0.19195660948753357
59;29;-0.11004968732595444
59;38;0.12227813154459
59;47;-0.24602553248405457
59;56;-0.0743197575211525
59;65;-0.15452013909816742
59;5;-0.11839000880718231
59;14;0.3590244948863983
59;23;0.11049631237983704
59;32;-0.00023673218674957752
59;41;0.3978109657764435
59;50;0.1008092537522316
59;59;-0.036350127309560776
59;68;-0.35058480501174927
60;0;0.053961772471666336
60;9;0.49539124965667725
60;18;-0.11439136415719986
60;27;-0.06285029649734497
60;36;0.10900376737117767
60;45;0.23723019659519196
60;54;-0.16013166308403015
60;63;-0.17054644227027893
60;3;0.08901000767946243
60;12;-0.11928287893533707
60;21;0.10676861554384232
60;30;0.12248102575540543
60;39;-0.11793159693479538
60;48;-0.059674330055713654
60;57;0.10731537640094757
60;66;-0.03009721450507641
60;6;0.2723694145679474
60;15;-0.10887247323989868
60;24;-0.20385462045669556
60;33;0.03715228661894798
60;42;0.053767088800668716
60;51;-0.17303813993930817
60;60;-0.3231154680252075
60;69;-0.16917215287685394
61;0;-0.44476908445358276
61;9;-0.13876664638519287
61;18;-0.26727059483528137
61;27;0.07488960027694702
61;36;0.05002572387456894
61;45;-0.26515981554985046
61;54;-0.27394700050354004
61;63;-0.02330872416496277
61;1;0.053961772471666336
61;10;0.49539124965667725
61;19;-0.11439136415719986
61;28;-0.06285029649734497
61;37;0.10900376737117767
61;46;0.23723019659519196
61;55;-0.16013166308403015
61;64;-0.17054644227027893
61;3;-0.03751925379037857
61;12;0.005476181395351887
61;21;0.20895534753799438
61;30;-0.21526794135570526
61;39;-0.09016261994838715
61;48;-0.017757151275873184
61;57;0.13076984882354736
61;66;0.22419631481170654
61;4;0.08901000767946243
61;13;-0.11928287893533707
61;22;0.10676861554384232
61;31;0.12248102575540543
61;40;-0.11793159693479538
61;49;-0.059674330055713654
61;58;0.10731537640094757
61;67;-0.03009721450507641
61;6;0.3428630530834198
61;15;-0.1470702886581421
61;24;-0.15476779639720917
61;33;0.18397897481918335
61;42;0.0013557038037106395
61;51;-0.03028056211769581
61;60;-0.31309303641319275
61;69;0.41315650939941406
61;7;0.2723694145679474
61;16;-0.10887247323989868
61;25;-0.20385462045669556
61;34;0.03715228661894798
61;43;0.053767088800668716
61;52;-0.17303813993930817
61;61;-0.3231154680252075
61;70;-0.16917215287685394
62;0;-0.05210161209106445
62;9;0.580428421497345
62;18;0.2839374840259552
62;27;-0.20795471966266632
62;36;0.4206274747848511
62;45;-0.35440415143966675
62;54;0.23830270767211914
62;63;0.30991530418395996
62;1;-0.44476908445358276
62;10;-0.13876664638519287
62;19;-0.26727059483528137
62;28;0.07488960027694702
62;37;0.05002572387456894
62;46;-0.26515981554985046
62;55;-0.27394700050354004
62;64;-0.02330872416496277
62;2;0.053961772471666336
62;11;0.49539124965667725
62;20;-0.11439136415719986
62;29;-0.06285029649734497
62;38;0.10900376737117767
62;47;0.23723019659519196
62;56;-0.16013166308403015
62;65;-0.17054644227027893
62;3;-1.1088594198226929
62;12;0.1725073605775833
62;21;-0.19195660948753357
62;30;-0.11004968732595444
62;39;0.12227813154459
62;48;-0.24602553248405457
62;57;-0.0743197575211525
62;66;-0.15452013909816742
62;4;-0.03751925379037857
62;13;0.005476181395351887
62;22;0.20895534753799438
62;31;-0.21526794135570526
62;40;-0.09016261994838715
62;49;-0.017757151275873184
62;58;0.13076984882354736
62;67;0.22419631481170654
62;5;0.08901000767946243
62;14;-0.11928287893533707
62;23;0.10676861554384232
62;32;0.12248102575540543
62;41;-0.11793159693479538
62;50;-0.059674330055713654
62;59;0.10731537640094757
62;68;-0.03009721450507641
62;6;-0.11839000880718231
62;15;0.3590244948863983
62;24;0.11049631237983704
62;33;-0.00023673218674957752
62;42;0.3978109657764435
62;51;0.1008092537522316
62;60;-0.036350127309560776
62;69;-0.35058480501174927
62;7;0.3428630530834198
62;16;-0.1470702886581421
62;25;-0.15476779639720917
62;34;0.18397897481918335
62;43;0.0013557038037106395
62;52;-0.03028056211769581
62;61;-0.31309303641319275
62;70;0.41315650939941406
62;8;0.2723694145679474
62;17;-0.10887247323989868
62;26;-0.20385462045669556
62;35;0.03715228661894798
62;44;0.053767088800668716
62;53;-0.17303813993930817
62;62;-0.3231154680252075
62;71;-0.16917215287685394
63;1;-0.05210161209106445
63;10;0.580428421497345
63;19;0.2839374840259552
63;28;-0.20795471966266632
63;37;0.4206274747848511
63;46;-0.35440415143966675
63;55;0.23830270767211914
63;64;0.30991530418395996
63;2;-0.44476908445358276
63;11;-0.13876664638519287
63;20;-0.26727059483528137
63;29;0.07488960027694702
63;38;0.05002572387456894
63;47;-0.26515981554985046
63;56;-0.27394700050354004
63;65;-0.02330872416496277
63;4;-1.1088594198226929
63;13;0.1725073605775833
63;22;-0.19195660948753357
63;31;-0.11004968732595444
63;40;0.12227813154459
63;49;-0.24602553248405457
63;58;-0.0743197575211525
63;67;-0.15452013909816742
63;5;-0.03751925379037857
63;14;0.005476181395351887
63;23;0.20895534753799438
63;32;-0.21526794135570526
63;41;-0.09016261994838715
63;50;-0.017757151275873184
63;59;0.13076984882354736
63;68;0.22419631481170654
63;7;-0.11839000880718231
63;16;0.3590244948863983
63;25;0.11049631237983704
63;34;-0.00023673218674957752
63;43;0.3978109657764435
63;52;0.1008092537522316
63;61;-0.036350127309560776
63;70;-0.35058480501174927
63;8;0.3428630530834198
63;17;-0.1470702886581421
63;26;-0.15476779639720917
63;35;0.18397897481918335
63;44;0.0013557038037106395
63;53;-0.03028056211769581
63;62;-0.31309303641319275
63;71;0.41315650939941406
64;2;-0.05210161209106445
64;11;0.580428421497345
64;20;0.2839374840259552
64;29;-0.20795471966266632
64;38;0.4206274747848511
64;47;-0.35440415143966675
64;56;0.23830270767211914
64;65;0.30991530418395996
64;5;-1.1088594198226929
64;14;0.1725073605775833
64;23;-0.19195660948753357
64;32;-0.11004968732595444
64;41;0.12227813154459
64;50;-0.24602553248405457
64;59;-0.0743197575211525
64;68;-0.15452013909816742
64;8;-0.11839000880718231
64;17;0.3590244948863983
64;26;0.11049631237983704
64;35;-0.00023673218674957752
64;44;0.3978109657764435
64;53;0.1008092537522316
64;62;-0.036350127309560776
64;71;-0.35058480501174927
65;3;0.053961772471666336
65;12;0.49539124965667725
65;21;-0.11439136415719986
65;30;-0.06285029649734497
65;39;0.10900376737117767
65;48;0.23723019659519196
65;57;-0.16013166308403015
65;66;-0.17054644227027893
65;6;0.08901000767946243
65;15;-0.11928287893533707
65;24;0.10676861554384232
65;33;0.12248102575540543
65;42;-0.11793159693479538
65;51;-0.059674330055713654
65;60;0.10731537640094757
65;69;-0.03009721450507641
66;3;-0.44476908445358276
66;12;-0.13876664638519287
66;21;-0.26727059483528137
66;30;0.07488960027694702
66;39;0.05002572387456894
66;48;-0.26515981554985046
66;57;-0.27394700050354004
66;66;-0.02330872416496277
66;4;0.053961772471666336
66;13;0.49539124965667725
66;22;-0.11439136415719986
66;31;-0.06285029649734497
66;40;0.10900376737117767
66;49;0.23723019659519196
66;58;-0.16013166308403015
66;67;-0.17054644227027893
66;6;-0.03751925379037857
66;15;0.005476181395351887
66;24;0.20895534753799438
66;33;-0.21526794135570526
66;42;-0.09016261994838715
66;51;-0.017757151275873184
66;60;0.13076984882354736
66;69;0.22419631481170654
66;7;0.08901000767946243
66;16;-0.11928287893533707
66;25;0.10676861554384232
66;34;0.12248102575540543
66;43;-0.11793159693479538
66;52;-0.059674330055713654
66;61;0.10731537640094757
66;70;-0.03009721450507641
67;3;-0.05210161209106445
67;12;0.580428421497345
67;21;0.2839374840259552
67;30;-0.20795471966266632
67;39;0.4206274747848511
67;48;-0.35440415143966675
67;57;0.23830270767211914
67;66;0.30991530418395996
67;4;-0.44476908445358276
67;13;-0.13876664638519287
67;22;-0.26727059483528137
67;31;0.07488960027694702
67;40;0.05002572387456894
67;49;-0.26515981554985046
67;58;-0.27394700050354004
67;67;-0.02330872416496277
67;5;0.053961772471666336
67;14;0.49539124965667725
67;23;-0.11439136415719986
67;32;-0.06285029649734497
67;41;0.10900376737117767
67;50;0.23723019659519196
67;59;-0.16013166308403015
67;68;-0.17054644227027893
67;6;-1.1088594198226929
67;15;0.1725073605775833
67;24;-0.19195660948753357
67;33;-0.11004968732595444
67;42;0.12227813154459
67;51;-0.24602553248405457
67;60;-0.0743197575211525
67;69;-0.15452013909816742
67;7;-0.03751925379037857
67;16;0.005476181395351887
67;25;0.20895534753799438
67;34;-0.21526794135570526
67;43;-0.09016261994838715
67;52;-0.017757151275873184
67;61;0.13076984882354736
67;70;0.22419631481170654
67;8;0.08901000767946243
67;17;-0.11928287893533707
67;26;0.10676861554384232
67;35;0.12248102575540543
67;44;-0.11793159693479538
67;53;-0.059674330055713654
67;62;0.10731537640094757
67;71;-0.03009721450507641
68;4;-0.05210161209106445
68;13;0.580428421497345
68;22;0.2839374840259552
68;31;-0.20795471966266632
68;40;0.4206274747848511
68;49;-0.35440415143966675
68;58;0.23830270767211914
68;67;0.30991530418395996
68;5;-0.44476908445358276
68;14;-0.13876664638519287
68;23;-0.26727059483528137
68;32;0.07488960027694702
68;41;0.05002572387456894
68;50;-0.26515981554985046
68;59;-0.27394700050354004
68;68;-0.02330872416496277
68;7;-1.1088594198226929
68;16;0.1725073605775833
68;25;-0.19195660948753357
68;34;-0.11004968732595444
68;43;0.12227813154459
68;52;-0.24602553248405457
68;61;-0.0743197575211525
68;70;-0.15452013909816742
68;8;-0.03751925379037857
68;17;0.005476181395351887
68;26;0.20895534753799438
68;35;-0.21526794135570526
68;44;-0.09016261994838715
68;53;-0.017757151275873184
68;62;0.13076984882354736
68;71;0.22419631481170654
69;5;-0.05210161209106445
69;14;0.580428421497345
69;23;0.2839374840259552
69;32;-0.20795471966266632
69;41;0.4206274747848511
69;50;-0.35440415143966675
69;59;0.23830270767211914
69;68;0.30991530418395996
69;8;-1.1088594198226929
69;17;0.1725073605775833
69;26;-0.19195660948753357
69;35;-0.11004968732595444
69;44;0.12227813154459
69;53;-0.24602553248405457
69;62;-0.0743197575211525
69;71;-0.15452013909816742
70;6;0.053961772471666336
70;15;0.49539124965667725
70;24;-0.11439136415719986
70;33;-0.06285029649734497
70;42;0.10900376737117767
70;51;0.23723019659519196
70;60;-0.16013166308403015
70;69;-0.17054644227027893
71;6;-0.44476908445358276
71;15;-0.13876664638519287
71;24;-0.26727059483528137
71;33;0.07488960027694702
71;42;0.05002572387456894
71;51;-0.26515981554985046
71;60;-0.27394700050354004
71;69;-0.02330872416496277
71;7;0.053961772471666336
71;16;0.49539124965667725
71;25;-0.11439136415719986
71;34;-0.06285029649734497
71;43;0.10900376737117767
71;52;0.23723019659519196
71;61;-0.16013166308403015
71;70;-0.17054644227027893
72;6;-0.05210161209106445
72;15;0.580428421497345
72;24;0.2839374840259552
72;33;-0.20795471966266632
72;42;0.4206274747848511
72;51;-0.35440415143966675
72;60;0.23830270767211914
72;69;0.30991530418395996
72;7;-0.44476908445358276
72;16;-0.13876664638519287
72;25;-0.26727059483528137
72;34;0.07488960027694702
72;43;0.05002572387456894
72;52;-0.26515981554985046
72;61;-0.27394700050354004
72;70;-0.02330872416496277
72;8;0.053961772471666336
72;17;0.49539124965667725
72;26;-0.11439136415719986
72;35;-0.06285029649734497
72;44;0.10900376737117767
72;53;0.23723019659519196
72;62;-0.16013166308403015
72;71;-0.17054644227027893
73;7;-0.05210161209106445
73;16;0.580428421497345
73;25;0.2839374840259552
73;34;-0.20795471966266632
73;43;0.4206274747848511
73;52;-0.35440415143966675
73;61;0.23830270767211914
73;70;0.30991530418395996
73;8;-0.44476908445358276
73;17;-0.13876664638519287
73;26;-0.26727059483528137
73;35;0.07488960027694702
73;44;0.05002572387456894
73;53;-0.26515981554985046
73;62;-0.27394700050354004
73;71;-0.02330872416496277
74;8;-0.05210161209106445
74;17;0.580428421497345
74;26;0.2839374840259552
74;35;-0.20795471966266632
74;44;0.4206274747848511
74;53;-0.35440415143966675
74;62;0.23830270767211914
74;71;0.30991530418395996
75;0;-0.12107381969690323
75;9;-0.7987001538276672
75;18;-0.002539561130106449
75;27;-0.19794723391532898
75;36;-0.4340159595012665
75;45;0.6626371145248413
75;54;0.6865851879119873
75;63;-0.02902110666036606
76;0;0.2030351310968399
76;9;-0.01867803931236267
76;18;0.08580563962459564
76;27;0.05556539446115494
76;36;0.05933944508433342
76;45;-0.12009959667921066
76;54;0.037589870393276215
76;63;0.062032558023929596
76;1;-0.12107381969690323
76;10;-0.7987001538276672
76;19;-0.002539561130106449
76;28;-0.19794723391532898
76;37;-0.4340159595012665
76;46;0.6626371145248413
76;55;0.6865851879119873
76;64;-0.02902110666036606
77;0;0.2673097550868988
77;9;0.12646867334842682
77;18;-0.13880808651447296
77;27;0.07325909286737442
77;36;-0.014741672202944756
77;45;0.22571739554405212
77;54;0.13552895188331604
77;63;-0.06696270406246185
77;1;0.2030351310968399
77;10;-0.01867803931236267
77;19;0.08580563962459564
77;28;0.05556539446115494
77;37;0.05933944508433342
77;46;-0.12009959667921066
77;55;0.037589870393276215
77;64;0.062032558023929596
77;2;-0.12107381969690323
77;11;-0.7987001538276672
77;20;-0.002539561130106449
77;29;-0.19794723391532898
77;38;-0.4340159595012665
77;47;0.6626371145248413
77;56;0.6865851879119873
77;65;-0.02902110666036606
78;1;0.2673097550868988
78;10;0.12646867334842682
78;19;-0.13880808651447296
78;28;0.07325909286737442
78;37;-0.014741672202944756
78;46;0.22571739554405212
78;55;0.13552895188331604
78;64;-0.06696270406246185
78;2;0.2030351310968399
78;11;-0.01867803931236267
78;20;0.08580563962459564
78;29;0.05556539446115494
78;38;0.05933944508433342
78;47;-0.12009959667921066
78;56;0.037589870393276215
78;65;0.062032558023929596
79;2;0.2673097550868988
79;11;0.12646867334842682
79;20;-0.13880808651447296
79;29;0.07325909286737442
79;38;-0.014741672202944756
79;47;0.22571739554405212
79;56;0.13552895188331604
79;65;-0.06696270406246185
80;0;-0.24878649413585663
80;9;0.015417472459375858
80;18;0.08810805529356003
80;27;-0.20679789781570435
80;36;-0.08173452317714691
80;45;-0.0791747197508812
80;54;-0.5532795786857605
80;63;-0.4362095296382904
80;3;-0.12107381969690323
80;12;-0.7987001538276672
80;21;-0.002539561130106449
80;30;-0.19794723391532898
80;39;-0.4340159595012665
80;48;0.6626371145248413
80;57;0.6865851879119873
80;66;-0.02902110666036606
81;0;0.08353906869888306
81;9;0.25854453444480896
81;18;0.3042846918106079
81;27;0.08514240384101868
81;36;-0.07091439515352249
81;45;0.15105979144573212
81;54;-0.08644165098667145
81;63;0.15554314851760864
81;1;-0.24878649413585663
81;10;0.015417472459375858
81;19;0.08810805529356003
81;28;-0.20679789781570435
81;37;-0.08173452317714691
81;46;-0.0791747197508812
81;55;-0.5532795786857605
81;64;-0.4362095296382904
81;3;0.2030351310968399
81;12;-0.01867803931236267
81;21;0.08580563962459564
81;30;0.05556539446115494
81;39;0.05933944508433342
81;48;-0.12009959667921066
81;57;0.037589870393276215
81;66;0.062032558023929596
81;4;-0.12107381969690323
81;13;-0.7987001538276672
81;22;-0.002539561130106449
81;31;-0.19794723391532898
